TFMSC Report (Airport),,,,,
,,,,,
"From 01/01/2020 To 08/29/2020 | Airport=ATL, DFW, JFK, LAX, ORD | User Class=Air Carrier | Not Business Jet | Business Aviation=N",,,,,
Date,Airport,Flight Type,Aircraft Type,Departures,Departure Seats
4/12/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,3,726
4/12/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,1,110
4/12/20,ORD - Chicago,Domestic,E75L - Embraer 175,29,"2,494"
4/12/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,30,"1,500"
4/12/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,47,"3,290"
4/12/20,ORD - Chicago,Domestic,CRJ9 - Bombardier CRJ-900,3,270
4/12/20,ORD - Chicago,Domestic,E135 - Embraer ERJ 135/140/Legacy,1,35
4/12/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,46,"2,300"
4/12/20,ORD - Chicago,Domestic,E170 - Embraer 170,34,"2,380"
4/12/20,ORD - Chicago,Domestic,E45X - Embraer ERJ 145 EX,2,100
4/13/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,1,335
4/13/20,ATL - Atlanta,US to Foreign,B744 - Boeing 747-400,2,416
4/13/20,ATL - Atlanta,US to Foreign,B772 - Boeing 777-200,1,305
4/13/20,ATL - Atlanta,US to Foreign,B77L - Boeing 777-200LRF/LR,1,0
4/13/20,ATL - Atlanta,US to Foreign,B77W - Boeing 777-300ER,1,224
4/13/20,ATL - Atlanta,US to Foreign,A320 - Airbus A320 All Series,1,150
4/13/20,ATL - Atlanta,US to Foreign,B738 - Boeing 737-800,2,320
4/13/20,ATL - Atlanta,Domestic,B744 - Boeing 747-400,2,960
4/13/20,ATL - Atlanta,Domestic,B748 - Boeing 747-8,1,364
4/13/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,2,0
4/13/20,ATL - Atlanta,Domestic,B763 - Boeing 767-300,0,0
4/13/20,ATL - Atlanta,Domestic,B77L - Boeing 777-200LRF/LR,2,540
4/13/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,16,"3,200"
4/13/20,ATL - Atlanta,Domestic,A20N - Airbus A320 Neo,2,330
4/13/20,ATL - Atlanta,Domestic,A319 - Airbus A319,6,756
4/13/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,12,"1,797"
4/13/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,30,"5,550"
4/13/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,50,"5,800"
4/13/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,32,"4,160"
4/13/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,40,"6,400"
4/13/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,29,"5,220"
4/13/20,ATL - Atlanta,Domestic,E75L - Embraer 175,2,172
4/13/20,ATL - Atlanta,Domestic,E75S - Embraer 175,6,516
4/13/20,ATL - Atlanta,Domestic,MD88 - Boeing (Douglas) MD 88,40,"6,080"
4/13/20,ATL - Atlanta,Domestic,MD90 - Boeing (Douglas) MD 90,4,600
4/13/20,ATL - Atlanta,Domestic,CRJ2 - Bombardier CRJ-200,27,"1,350"
4/13/20,ATL - Atlanta,Domestic,E190 - Embraer 190,1,90
4/13/20,ATL - Atlanta,Domestic,B190 - Beech 1900/C-12J,3,0
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,A35K - Airbus A350-1000,1,369
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,B772 - Boeing 777-200,1,305
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,2,448
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,2,248
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,7,"1,120"
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,1,242
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,1,35
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,E145 - Embraer ERJ-145,2,100
4/13/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,5,350
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,2,480
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B748 - Boeing 747-8,1,364
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B762 - Boeing 767-200,1,0
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,1,305
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,3,810
4/13/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,1,165
4/13/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,1,206
4/13/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,45,"5,592"
4/13/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,8,"1,188"
4/13/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,39,"7,215"
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B737 - Boeing 737-700,1,130
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,104,"16,640"
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,1,180
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,2,484
4/13/20,DFW - Dallas/Ft. Worth,Domestic,B789 - Boeing 787-9 Dreamliner,0,0
4/13/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,3,330
4/13/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,1,86
4/13/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,4,200
4/13/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,25,"1,750"
4/13/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,23,805
4/13/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,20,"1,000"
4/13/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,48,"3,360"
4/13/20,DFW - Dallas/Ft. Worth,Domestic,-1 - unknown,0,0
4/13/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,1,295
4/13/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,2,738
4/13/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,3,960
4/13/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,3,915
4/13/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
4/13/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,4,896
4/13/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
4/13/20,JFK - New York,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
4/13/20,JFK - New York,US to Foreign,A21N - Airbus A-321 Neo,1,206
4/13/20,JFK - New York,US to Foreign,B738 - Boeing 737-800,1,162
4/13/20,JFK - New York,US to Foreign,B739 - Boeing 737-900,1,180
4/13/20,JFK - New York,Domestic,B744 - Boeing 747-400,2,480
4/13/20,JFK - New York,Domestic,B748 - Boeing 747-8,3,728
4/13/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
4/13/20,JFK - New York,Domestic,B763 - Boeing 767-300,1,0
4/13/20,JFK - New York,Domestic,B772 - Boeing 777-200,1,305
4/13/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,1,270
4/13/20,JFK - New York,Domestic,B752 - Boeing 757-200,4,800
4/13/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,2,412
4/13/20,JFK - New York,Domestic,A319 - Airbus A319,2,248
4/13/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,8,"1,236"
4/13/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,9,"1,560"
4/13/20,JFK - New York,Domestic,B738 - Boeing 737-800,5,800
4/13/20,JFK - New York,Domestic,B739 - Boeing 737-900,4,720
4/13/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,1,110
4/13/20,JFK - New York,Domestic,E75S - Embraer 175,1,86
4/13/20,JFK - New York,Domestic,E190 - Embraer 190,8,720
4/13/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,4,"1,256"
4/13/20,LAX - Los Angeles,US to Foreign,A35K - Airbus A350-1000,1,369
4/13/20,LAX - Los Angeles,US to Foreign,A388 - Airbus A380-800,1,550
4/13/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,7,"2,400"
4/13/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,2,0
4/13/20,LAX - Los Angeles,US to Foreign,B762 - Boeing 767-200,1,0
4/13/20,LAX - Los Angeles,US to Foreign,B772 - Boeing 777-200,1,305
4/13/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,6,"1,620"
4/13/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,12,"2,688"
4/13/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,3,378
4/13/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,2,300
4/13/20,LAX - Los Angeles,US to Foreign,B738 - Boeing 737-800,1,162
4/13/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,1,180
4/13/20,LAX - Los Angeles,US to Foreign,B788 - Boeing 787-800,1,242
4/13/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,6,"1,680"
4/13/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,1,253
4/13/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,2,480
4/13/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,3,"1,092"
4/13/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,1,0
4/13/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,1,0
4/13/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,1,305
4/13/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,1,270
4/13/20,LAX - Los Angeles,Domestic,B77W - Boeing 777-300ER,1,224
4/13/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,2,646
4/13/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,7,"1,400"
4/13/20,LAX - Los Angeles,Domestic,B753 - Boeing 757-300,1,240
4/13/20,LAX - Los Angeles,Domestic,A20N - Airbus A320 Neo,1,165
4/13/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,4,824
4/13/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,8,"1,004"
4/13/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,6,909
4/13/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,23,"4,195"
4/13/20,LAX - Los Angeles,Domestic,B734 - Boeing 737-400,1,145
4/13/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,32,"4,160"
4/13/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,25,"4,008"
4/13/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,14,"2,520"
4/13/20,LAX - Los Angeles,Domestic,B788 - Boeing 787-800,1,242
4/13/20,LAX - Los Angeles,Domestic,B789 - Boeing 787-9 Dreamliner,2,560
4/13/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,17,"1,462"
4/13/20,ORD - Chicago,US to Foreign,A333 - Airbus A330-300,1,295
4/13/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,2,0
4/13/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,4,364
4/13/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,2,610
4/13/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,9,"1,890"
4/13/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,6,"1,344"
4/13/20,ORD - Chicago,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
4/13/20,ORD - Chicago,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
4/13/20,ORD - Chicago,US to Foreign,B738 - Boeing 737-800,2,322
4/13/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/13/20,ORD - Chicago,US to Foreign,E75S - Embraer 175,2,172
4/13/20,ORD - Chicago,US to Foreign,CRJ7 - Bombardier CRJ-700,1,70
4/13/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,6,"2,816"
4/13/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,4,"1,092"
4/13/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,2,0
4/13/20,ORD - Chicago,Domestic,B772 - Boeing 777-200,1,305
4/13/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,2,540
4/13/20,ORD - Chicago,Domestic,B77W - Boeing 777-300ER,0,0
4/13/20,ORD - Chicago,Domestic,MD11 - Boeing (Douglas) MD 11,1,0
4/13/20,ORD - Chicago,Domestic,B752 - Boeing 757-200,0,0
4/13/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,4,960
4/13/20,ORD - Chicago,Domestic,A319 - Airbus A319,29,"3,716"
4/13/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,15,"2,109"
4/13/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,15,"2,775"
4/13/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,4,464
4/13/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,9,"1,170"
4/13/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,38,"6,104"
4/13/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,16,"2,880"
4/13/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,2,484
4/13/20,ORD - Chicago,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
4/13/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,1,110
4/13/20,ORD - Chicago,Domestic,E75L - Embraer 175,32,"2,752"
4/13/20,ORD - Chicago,Domestic,E75S - Embraer 175,0,0
4/13/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,26,"1,300"
4/13/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,49,"3,430"
4/13/20,ORD - Chicago,Domestic,CRJ9 - Bombardier CRJ-900,3,270
4/13/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,56,"2,800"
4/13/20,ORD - Chicago,Domestic,E170 - Embraer 170,38,"2,660"
4/13/20,ORD - Chicago,Domestic,E45X - Embraer ERJ 145 EX,1,50
4/14/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,1,335
4/14/20,ATL - Atlanta,US to Foreign,B772 - Boeing 777-200,1,305
4/14/20,ATL - Atlanta,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
4/14/20,ATL - Atlanta,US to Foreign,B77W - Boeing 777-300ER,1,224
4/14/20,ATL - Atlanta,US to Foreign,A320 - Airbus A320 All Series,1,150
4/14/20,ATL - Atlanta,US to Foreign,B738 - Boeing 737-800,2,320
4/14/20,ATL - Atlanta,Domestic,B763 - Boeing 767-300,2,0
4/14/20,ATL - Atlanta,Domestic,B772 - Boeing 777-200,1,305
4/14/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,18,"3,600"
4/14/20,ATL - Atlanta,Domestic,A319 - Airbus A319,5,626
4/14/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,11,"1,629"
4/14/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,33,"6,105"
4/14/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,46,"5,336"
4/14/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,29,"3,770"
4/14/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,35,"5,600"
4/14/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,29,"5,220"
4/14/20,ATL - Atlanta,Domestic,BCS1 - Bombardier CS100,0,0
4/14/20,ATL - Atlanta,Domestic,E75L - Embraer 175,1,86
4/14/20,ATL - Atlanta,Domestic,E75S - Embraer 175,5,430
4/14/20,ATL - Atlanta,Domestic,MD88 - Boeing (Douglas) MD 88,34,"5,168"
4/14/20,ATL - Atlanta,Domestic,MD90 - Boeing (Douglas) MD 90,4,600
4/14/20,ATL - Atlanta,Domestic,CRJ2 - Bombardier CRJ-200,22,"1,100"
4/14/20,ATL - Atlanta,Domestic,CRJ7 - Bombardier CRJ-700,1,70
4/14/20,ATL - Atlanta,Domestic,E190 - Embraer 190,1,90
4/14/20,ATL - Atlanta,Domestic,B190 - Beech 1900/C-12J,2,0
4/14/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,2,448
4/14/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,2,248
4/14/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,7,"1,120"
4/14/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
4/14/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,3,105
4/14/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,4,280
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,1,480
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B762 - Boeing 767-200,1,0
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,1,305
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,0,0
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B77W - Boeing 777-300ER,0,0
4/14/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,25,"3,118"
4/14/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,7,"1,056"
4/14/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,25,"4,625"
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B737 - Boeing 737-700,1,130
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,77,"12,320"
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,2,360
4/14/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,1,242
4/14/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,3,330
4/14/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,1,86
4/14/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,3,150
4/14/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,20,"1,400"
4/14/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,18,630
4/14/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,21,"1,050"
4/14/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,48,"3,360"
4/14/20,DFW - Dallas/Ft. Worth,Domestic,-1 - unknown,1,0
4/14/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,1,295
4/14/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,1,314
4/14/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,1,369
4/14/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,2,416
4/14/20,JFK - New York,US to Foreign,B748 - Boeing 747-8,1,0
4/14/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,1,0
4/14/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,2,610
4/14/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
4/14/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,5,"1,120"
4/14/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
4/14/20,JFK - New York,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
4/14/20,JFK - New York,US to Foreign,A21N - Airbus A-321 Neo,2,412
4/14/20,JFK - New York,US to Foreign,B739 - Boeing 737-900,1,180
4/14/20,JFK - New York,US to Foreign,B190 - Beech 1900/C-12J,1,19
4/14/20,JFK - New York,Domestic,B744 - Boeing 747-400,4,480
4/14/20,JFK - New York,Domestic,B748 - Boeing 747-8,0,0
4/14/20,JFK - New York,Domestic,B762 - Boeing 767-200,1,0
4/14/20,JFK - New York,Domestic,B763 - Boeing 767-300,1,0
4/14/20,JFK - New York,Domestic,B764 - Boeing 767-400,2,490
4/14/20,JFK - New York,Domestic,B772 - Boeing 777-200,1,305
4/14/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,2,270
4/14/20,JFK - New York,Domestic,B752 - Boeing 757-200,4,800
4/14/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,2,412
4/14/20,JFK - New York,Domestic,A319 - Airbus A319,2,248
4/14/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,12,"1,854"
4/14/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,12,"2,070"
4/14/20,JFK - New York,Domestic,B712 - Boeing 717-200,1,116
4/14/20,JFK - New York,Domestic,B738 - Boeing 737-800,4,640
4/14/20,JFK - New York,Domestic,B739 - Boeing 737-900,5,900
4/14/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,2,220
4/14/20,JFK - New York,Domestic,E75S - Embraer 175,1,86
4/14/20,JFK - New York,Domestic,E190 - Embraer 190,6,540
4/14/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,3,942
4/14/20,LAX - Los Angeles,US to Foreign,A35K - Airbus A350-1000,2,738
4/14/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,3,960
4/14/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,1,0
4/14/20,LAX - Los Angeles,US to Foreign,B762 - Boeing 767-200,1,0
4/14/20,LAX - Los Angeles,US to Foreign,B763 - Boeing 767-300,1,0
4/14/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,9,"1,890"
4/14/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,9,"2,016"
4/14/20,LAX - Los Angeles,US to Foreign,A20N - Airbus A320 Neo,1,165
4/14/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,4,502
4/14/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,2,300
4/14/20,LAX - Los Angeles,US to Foreign,B738 - Boeing 737-800,2,322
4/14/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,1,180
4/14/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,7,"1,960"
4/14/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,1,253
4/14/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,2,960
4/14/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,0,0
4/14/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,1,0
4/14/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,1,0
4/14/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,1,305
4/14/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,0,0
4/14/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,1,323
4/14/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,5,"1,000"
4/14/20,LAX - Los Angeles,Domestic,B753 - Boeing 757-300,1,240
4/14/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,1,206
4/14/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,10,"1,252"
4/14/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,4,606
4/14/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,25,"4,565"
4/14/20,LAX - Los Angeles,Domestic,B734 - Boeing 737-400,1,145
4/14/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,25,"3,250"
4/14/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,23,"3,688"
4/14/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,13,"2,340"
4/14/20,LAX - Los Angeles,Domestic,B788 - Boeing 787-800,3,726
4/14/20,LAX - Los Angeles,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
4/14/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,17,"1,462"
4/14/20,ORD - Chicago,US to Foreign,A333 - Airbus A330-300,1,295
4/14/20,ORD - Chicago,US to Foreign,A35K - Airbus A350-1000,1,369
4/14/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,2,416
4/14/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,3,728
4/14/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,4,"1,220"
4/14/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,7,"1,350"
4/14/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,4,896
4/14/20,ORD - Chicago,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
4/14/20,ORD - Chicago,US to Foreign,MD11 - Boeing (Douglas) MD 11,1,0
4/14/20,ORD - Chicago,US to Foreign,A20N - Airbus A320 Neo,2,330
4/14/20,ORD - Chicago,US to Foreign,B788 - Boeing 787-800,1,242
4/14/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,2,560
4/14/20,ORD - Chicago,US to Foreign,E75S - Embraer 175,2,172
4/14/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,7,"1,856"
4/14/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,4,"1,092"
4/14/20,ORD - Chicago,Domestic,B762 - Boeing 767-200,1,0
4/14/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,1,0
4/14/20,ORD - Chicago,Domestic,B772 - Boeing 777-200,1,305
4/14/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,1,270
4/14/20,ORD - Chicago,Domestic,B77W - Boeing 777-300ER,1,224
4/14/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,4,960
4/14/20,ORD - Chicago,Domestic,A319 - Airbus A319,28,"3,604"
4/14/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,11,"1,545"
4/14/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,11,"2,035"
4/14/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,3,348
4/14/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,9,"1,170"
4/14/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,33,"5,300"
4/14/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,19,"3,420"
4/14/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,2,484
4/14/20,ORD - Chicago,Domestic,BCS1 - Bombardier CS100,1,110
4/14/20,ORD - Chicago,Domestic,E75L - Embraer 175,27,"2,322"
4/14/20,ORD - Chicago,Domestic,E75S - Embraer 175,1,86
4/14/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,22,"1,100"
4/14/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,43,"3,010"
4/14/20,ORD - Chicago,Domestic,CRJ9 - Bombardier CRJ-900,3,270
